"review_id","date","rating","app_version","title","text","critical_review"
"2888482799",2018-07-11,5,"11.4.2","Excellent app","Very user friendly and reliable! Maps up to date. What about adding an optional alarm/notification for someone who is looking/waiting for a bike which rings as soon as someone else returned a bike in the area.",0
"2917725250",2018-07-16,5,"11.4.2","Great app","Updates quickly, tracks my rides, and unlocks a bike if I forgot my fob!",0
"2929717791",2018-07-18,5,"11.4.2","Me salvo el viaje!!!","Execelente opción vine de paseo 3 días y solo invertí 16 $ y conocí gran parte de DC",0
"2947375891",2018-07-21,5,"11.5.1","Everything you need","Love the remote unlock!",0
"2961504425",2018-07-24,1,"11.5.1","Hard to navigate & not enough time!","The app needs voice navigation!! It’s extremely hard to ride the bike, hold & look at my phone for directions, & not kill myself or others while navigating a dark city. The 30 minutes docking rule is ridiculous & does not allow enough time to navigate the city in the dark when you have to look at your phone. I spent more time on phone with customer service than riding the bike because docks were always full when my 30 minutes was up. Bump the time to an hour & I might try again. Not worth the hassle.",1
"2993741744",2018-07-30,1,"11.5.1","Beware of the 30 minute rule!","Came to sight see in Washington DC, wanted to rent this bike real fast and get going. Saw that it was 8 dollars for the whole day. Renter it and rode around for 3 hours. After I docked it I then received a charge of $46! I do not know what is the breakdown of the cost. You need to read the fine print and rental agreement thoroughly. You can only ride these things for 30 minutes at a time...",1
"3003594758",2018-08-01,5,"11.6.0","Great bike-share model program!","Capital Bikeshare is a wonderful program accompanied by a highly accessible app. I wish more cities were as bikeable as DC to see more programs like this. The only complaint i have for the app is that it doesn’t let you track your ride history better within the app (just to see how many calories are burned in a day of riding for example). Great work overall!",0
"3016777768",2018-08-04,5,"11.6.0","Get me where I wanna","Easy.",0
"3022618311",2018-08-05,5,"11.6.0","Great app! Make sure to have phone charged","This app made buying the bikes and checking them in/out very simple. The only negative aspect is it drains your phone battery, so make sure your phone is fully charged or bring a charger. Overall, great app and bike rental! Highly recommend touring Washington DC with these bikes.",0
"3049873323",2018-08-11,1,"11.6.0","Stations malfunctioning","Nobody able to get a bike. Other than that, it’s a dream. I paid for a 24 hour pass but was only able to check out a bike once. The other times the system was down.",1
"3055071206",2018-08-12,1,"11.6.0","Be aware of overcharging","App is alright but biggest flaw is that there are no warnings when your share expires and charging of extra fees starts. Don’t use for longer rides!",1
"3072638911",2018-08-16,5,"12.0.2","Love love love!","This ap has made bike share even better!",0
"3107826066",2018-08-24,5,"12.0.2","This app is very good","Every problem posed by the Capital Bikeshare mobile website were fixed for this app, and then some. The bike-to-dock ratios are being updated constantly and the trip planner serves a great purpose. Highly recommend.",0
"3118275227",2018-08-26,4,"12.1.1","sdb1963","Let us keep bikes for 60 minutes and I will add star",0
"3125603314",2018-08-28,1,"12.1.1","Rip off","By far the biggest rip off there is. Rented 4 bikes for my family on the 24 hour rental. Not realizing on the small print. You have to bring the bikes back ever 30 minutes or you get charged extra. This should be spelled out in the beginning of the app not the small print. Over $50 for a little over an hours trip. Total rip off!!!!",1
"3130952719",2018-08-29,5,"12.1.1","Great for college students to gt around DC","I love it",0
"3174889145",2018-09-10,5,"12.1.1","Cheaper and better than dockless","This system works remarkably well, and is remarkably affordable. The new electric assist bikes are icing on the cake. Hope there will be more soon.",0
"3174924752",2018-09-10,5,"12.1.1","Very convenient","It’s good and intuitive",0
"3182096716",2018-09-12,5,"12.1.1","Excelente","The best opción @ Washington DC",0
"3186102545",2018-09-13,5,"12.2.0","LOVE the pedal assist","Would love it more if there were more plus bikes around!",0
"3215796450",2018-09-21,5,"12.2.1","Very nice","New to DC, great for my commute and awesome coverage across the city for everything else",0
"3246518213",2018-09-29,5,"12.3.0","Easy and Convenient","first time visiting DC and it was all made fun by using this app. Although the stations near tourist areas are hit or miss with finding bikes or spots to park the bike, there’s usually never any problems!",0
"3272034794",2018-10-06,5,"12.3.0","Awesome!!!","Brilliant and very useful",0
"3272268383",2018-10-06,5,"12.3.0","Fantastic Service","Made my trip in DC an awesome stay",0
"3302841064",2018-10-14,5,"12.4.0","Useful!","Accurate reading on how many bikes/slots are available and good layout of where the bike paths in DC are",0
"3307077795",2018-10-15,5,"12.4.0","So easy","I can go places so easily now I’ve found I’m actually more active.",0
"3384380295",2018-11-05,5,"12.5.2","Great experience, easy to use.","Great! Fun!",0
"3389160365",2018-11-06,1,"12.5.2","Do Not Use. Use any other bike share company","I bought a “day pass” but apparently that’s only good for trips 30 mins or less. They ultimately charged me and extra $45 for a 2 hour bike ride to go along with the charge for the day pass",1
"3460664740",2018-11-25,5,"12.7.1","Capital bike share","What a great way to get around the city. Bikes were great. Maintained well. App worked perfectly to let us know how many were at each station.",0
"3628083077",2019-01-08,5,"12.9.2","Best bike share app and team ever!","Very responsive team who takes care of your concerns ASAP. I’m a regular biker (not cyclist, I wear my heels when biking) and this has been the best bike share experience so far!",0
"3642658486",2019-01-12,5,"12.9.2","Real nice","No problems except when there are no bikes- app works great.",0
"3755942776",2019-02-10,5,"12.11.0","Love it","Super easy to use!",0
"3898129789",2019-03-18,5,"12.13.0","Great bikes","Great bikes and easy to find, affordable prices and membership",0
"3918247261",2019-03-23,1,"12.13.0","BS","Fees out of nowhere",1
"3942750332",2019-03-29,1,"12.13.0","Docks don’t work or are full","My girlfriend and I were charged an extra $2 three times for being 1 or 2 minutes over the 30 min mark. The reason we were late was because the bike docks don’t work and won’t recognize the bike, requiring multiple attempts and about 5 mins each time just to get the things situated and to stop the timer.",1
"3983391406",2019-04-07,5,"12.13.0","Dc on $8 a day!","Ubiquitous bikes and stations and when my wife had an issue got a nice cust serv person to fix it. But finding the number is hard- suggest you have it on u just in case. Got to see cherry blossoms on the power of our own 2 legs!!",0
"4000541321",2019-04-11,5,"12.13.0","Work Health","Best way to live healthy! Use a bike work!!!",0
"4115887347",2019-05-07,3,"12.14.0","Good luck. 2 scenarios...","Because they so poorly balance the bikes you usually have two options, no bikes or when you’re lucky enough to find one, then there are no docks. They have so Much data and just don’t use it to balance their inventory. But for like $75 a year it’s hard to complain.",0
"4118608747",2019-05-08,5,"12.14.0","Great and efficient app.","The app allows you to rent a bike in less than 15 seconds. Use it for my everyday commute to work. Wished there were more electric bikes available though!",0
"4128217175",2019-05-10,5,"12.14.0","JPWIV","App is super convenient, easy to use and helps you find empty or loaded docks. Also great for navigating trips, I definitely recommend capital bike share!",0
"4133280373",2019-05-11,1,"12.14.0","Keeps crashing!","Good tool to tour the city but stupid app keeps crashing on me....",1
"4153971747",2019-05-15,5,"12.14.0","Awesome App!","Love it",0
"4170683516",2019-05-18,5,"12.14.0","Great for traveling throughout DC!","I love Capital BikeShare for traveling throughout the area, part of my goal use a car as little as possible. I highly recommend this convenient and easy to use way to navigate the District.",0
"4172441867",2019-05-18,5,"12.14.0","Super likes","I am riding it or you can say enjoying it!!!",0
"4177285637",2019-05-19,5,"12.14.0","Great value amazing service","If you live n the city the s a must have service!",0
"4183593297",2019-05-20,5,"12.14.0","Love this app!","Great rental price ($85 for a year!), convenient, solid bikes, good way to explore, great way to get exercise. I especially love the bike angel section. Just completed my 50th ride in a month. Subscribe, download, use it, love it!",0
"4186979511",2019-05-21,4,"12.14.0","Good App","to make it more convenient, It would be great if the have it on Apple Watch too.",0
"4237865154",2019-05-30,5,"12.14.0","Smooth operation","Pretty seamless for a tourist to be up and riding in 5 minutes.",0
"4242611849",2019-05-31,5,"12.14.0","A Bad Start With A Happy Ending","Had a HORRIBLE experience with renting my bike and ending the trip docking it. Was a little disappointed with how difficult it was for a newcomer to try to rent a bike for only half an hour, but this entire experience was negated by one of the most superior customer service experiences I’ve ever had. Marie (I definitely want to give her a shoutout!) spoke with me on the phone and was not only patient, but went above and beyond what I expected customer service would be for a $2 bike ride around DC. I had an issue docking my bike, and she was able to talk to upper management (without me even having to ask) and calm my fears as a first time user of the service. Now that I’m aware of how the system works, I would definitely recommend renting a bike through this company in the city (especially if you want to put in the exercise and save money over Uber, scooters, and other ride share/renting services).",0
"4275941254",2019-06-06,4,"12.15.0","DC","Occasionally my nearby stations are offline. Otherwise, I love it.",0
"4284958283",2019-06-08,5,"12.15.0","Best bike sharing app I've used so far","First ride free. Apple pay compatible. Works flawlessly. Automatically starts a stopwatch when you undock the bike. Sends you a notification when you lock it back - and even notifies you if you locked it wrong.",0
"4316143912",2019-06-14,5,"12.15.0","The App Works Well...","...but many CaBi bikes and docking stations could use repair or improvement. Also, bicycling is great through the core parts of DC but once you try to go too far afield (like to Children’s Hospital) the DC road conditions can turn poor quickly and make it feel imprudent for cycling.",0
"4319418720",2019-06-15,5,"12.15.0","Great App","Very convenient and useful.",0
"4335155395",2019-06-18,5,"12.15.0","Amazeballs","I love the app and the service. I use it daily to get short distances around the city and enjoy the spring weather. I love the option to unlock a bike from my phone, the status info of available bikes and docks at each station, and the ability to plan a trip. Only thing I ask is that this service gets extended to the surrounding DMV (NoVA and PG County MD) areas so O can bike home.",0
"4338658225",2019-06-19,3,"12.15.0","Good luck if you’re under 5’ 4”","I am 5’3 and could barely reach the pedals with the seat on the lowest setting, to the point that I could not use the bike. Sure, 5’3” is on the shorter side, but I know dozens of girls in the 5’2”-3” range. Beyond that, I struggled getting the bike to release from the dock, as well as docking it when I was finished. Really like the idea of this so wish it was more suitable to people my height and docking was more efficient.",0
"4383323018",2019-06-28,5,"12.15.0","So glad you came to Falls Church!","So awesome to ride a little right after a long day sitting at the office!",0
"4398655106",2019-07-01,5,"12.15.0","Perfect way to see The Capitol","My 12 year old and I were easily able to pick up bikes outside our Airbnb and had no problem finding places all around the city to dock them. The in-app navigation map was great. Made our visit to D.C. car free and so fun. On another note we found D.C. drivers very respectful of us on our bikes. After riding on the streets of Los Angeles this was such a nice surprise!",0
"4406774663",2019-07-03,5,"12.15.0","Intuitive app and great way to see the sights","Easily the best way to get around and see the monuments for the best price. We did eight dollars for unlimited 30 minute rides per day. I wish it were closer to 45 or an hour. That would give you a much more time to see the sides without having to interrupt your sight seeing pattern, but I am sure there is a rhyme to their reason.",0
"4415718981",2019-07-05,5,"12.15.0","Awesome transportation!","Easy to use and FUN!!",0
"4467168806",2019-07-15,1,"12.15.0","Crappy App","I uninstalled this app and today it showed that it needed an update! You only rent one bike per app and it’s a complicated application",1
"4507880547",2019-07-23,5,"12.15.0","App works great","Visiting DC for five days - the app works great and is extremely helpful and accurate.",0
"4517308425",2019-07-25,5,"12.15.0","Looking on the bright side...","Just got my 50th ride on Capital Bikeshare and couldn’t be more grateful. I’ve explored my hometown in new ways and had fun doing it! I love the app...I can plan my route and determine whether there is an available dock in advance - I can also help them move bikes if it fits my schedule too. Bonus rides await because my bike was just stolen, so I’m super grateful for my CaBi membership and awesome app.",0
"4519924993",2019-07-26,5,"12.15.0","Bikes everywhere","Easy 3 speeds with adjustable seats and a basket having an elastic tie down strap - perfect! - and a bell",0
"4528080942",2019-07-27,5,"12.15.0","Superb D.C!","So simple. Best, cheapest way to get around town!",0
"4597303791",2019-08-10,5,"12.15.0","Best and cheapest way to see DC!","For $8 you can see all of DC!",0
"4598565360",2019-08-10,5,"12.15.0","Enjoyed the ride!","Visiting from California. Great way to see the city. Saw everything! Had a great time. My daughter loved it! Thank you so much!",0
"4603210714",2019-08-11,5,"12.15.0","Game changer!","My car doesn’t move from my spot because of Capital Bike Share. The app makes is easy to plan rides and check out bikes. A total game changer!",0
"4616474282",2019-08-14,5,"12.15.0","Easy to use!","Super easy to grab a bike and get around the city.",0
"4660103495",2019-08-23,5,"12.15.0","Support public transport! An even faster way to get around than the metro","Well designed UI, simple docking/undocking, saves your preferences. App works perfectly, improvements can be made at an infrastructural level however.",0
"4662442223",2019-08-23,5,"12.15.0","10th Ride completed","This has been my 10th completed ride and I am impressed with the access and quality of the bikes. In those situations where I had an issue the customer service was quick, friendly and most importantly resolved my issue. On towards my 100th ride.",0
"4746051529",2019-09-07,5,"12.15.0","Great app and service","The app worked flawlessly and made our trip to DC much more enjoyable. The app made finding stations and unlocking a bike a snap. Even when I got ahold of a bike that needed some work reporting it was easy. Will definitely use the next time I’m in D.C.",0
"4777514403",2019-09-14,1,"12.15.0","SCAM! I would give zero stars if possible","This service is a complete scam! My husband and I purchased two 24-pass for $14 and used the bike for a total of 4hrs, which resulted in additional charge of the $63 dollars!!! There is absolutely no way anyone can figure out the fee system and beware of going over 30 minutes even with a “24-hr Pass”. This essentially means you are required to watch the clock while trying to relax outside, checking your email for time warnings/threats of extra fees and biking only between bike docks instead of on the many beautiful bike paths. Also FYI this is a service owned by Lyft and not by the city government as originally stated on the app site when I downloaded the app. DO NOT USE!!!",1
"4779332647",2019-09-14,4,"12.15.0","Map precision","The map sometimes loss the location.",0
"4812829625",2019-09-20,5,"12.15.0","Helpful with dock/bike updates","Great to have live updates on how many docks and bikes are available and planning a trip is easy enough.",0
"4828076586",2019-09-23,5,"12.15.0","Great app and service for DMV locals!","I just joined Capital Bikeshare in September 2019 despite living in the area for the past 5 years, and the only thing I regret is not doing it sooner. The map interface is really intuitive and unlocking/locking a bike is really easy after getting it the first time.",0
"4859678729",2019-09-29,5,"12.15.0","See three times as much of DC","Great way to move around. Convenient locations except not one at Arlington.",0
"4971743673",2019-10-18,4,"12.15.0","They try - to a certain extent!","I was very pleased with how the app worked. Just a few simple essential functions but they worked well. The live map was accurate and the trip mapping function worked well. Yes, not all of the bikes are perfect (fix those loose headsets!), and the docks don’t always work (which can be discouraging when you finally reach your destination and hope to ditch the bike like a hot potato and you find the only empty docks are not working), but most everything worked well enough, enough of the time for this user who was there for a few days as a tourist. And customer service was right there to take any phone calls with questions. Unless you want to try the scooters, which look like an easier and more fun way to get around, the whole BikeShare system is pretty awesome. A great alternative to taking the Metro or using a car. The 30 minute time limit is sufficient to get from one place to another if you are a tourist exploring different parts of the city.",0
"4994369410",2019-10-21,4,"12.15.0","Great for an affordable way to get around DC!","The bike share is a great affordable option for getting around DC. Rainy days can hinder your 3-day pass options, so check the weather before you buy. Lots of bike locations and plenty of options to choose from.",0
"5124413654",2019-11-11,5,"12.15.0","The best way to get around DC","Absolutely the easiest and most enjoyable way to get around DC and get a workout",0
"5253821739",2019-12-09,4,"12.15.0","Great app, but numbers aren't always up to date","Easy to use, fast app. Gets you on a bike in no time! Taking off a star because the main benefit of the app (versus using the key) is to see the # of available bikes and docking stations. Unfortunately the app's numbers are usually inaccurate (sometimes wildly so!) which makes it very difficult to plan where to end a stop. Also, sometimes there is an available bike but the app says there is none, so you can only unlock it with a key. I will likely stick to using the key and my eyeballs but it's good to have a backup.",0
"5348197728",2020-01-01,5,"12.20.0","Amazing Service!","Great bikes, well tuned, fun to ride, easy to dock and undock. Service is less than a hundred a year for unlimited rides.",0
"5552507846",2020-02-19,5,"12.20.0","Great once you get the hang of it","Having previously only used dockless share bikes in Beijing, the CaBi bikes are so nice! The app is straightforward and the route planning function is great. My criticisms aren’t with the app though: The way you choose a subscription level is unnecessarily complicated and the keypads on some of the docks are consistently broken, making it hard to retrieve a bike sometimes. Otherwise, great experience.",0
"5575150285",2020-02-24,1,"13.14.0","App is way less useful","Thanks for making the app way less useful to your annual members. It’s a pain in the butt now to quickly check your frequently used stations for open bikes/docks.",1
"5579916616",2020-02-25,1,"13.14.0","No more Bike Angels","The latest version of this app, in addition to removing your favorite stations, also disables the Bike Angels program, which is incredibly frustrating. This was done with no notice to members of the program. It also is not as user friendly.",1
"5589225814",2020-02-27,1,"13.14.0","Add back favorite docks","I guess it's officially a Lyft platform now, at least it certainly looks like it. So now instead of having bikeshare specific features like favorite docks, I get this interface which is worse. Big company takes over things get worse. What else is new?",1
"5589536281",2020-02-27,1,"13.14.0","2/27 update is terrible","The new update to the app as of 2/27 is a terrible downgrade for a number of reasons. 1. The app inexplicably lost its navigation function. I liked to use CaBi’s navigation function because it recommended safer routes for bikers than google maps. It was also helpful to figure out which stations to use. 2. The app makes you go through a Lyft-style review process every single time you ride a bike. This is extremely obnoxious and unnecessary. 3. The icons that indicate each station and how full or empty they are is difficult to read at a glance. 4. The app did not correctly load my total number of rides. For an upgrade that was announced with this much fanfare, I’m seriously disappointed and worried about the direction the entire program is heading.",1
"5593823483",2020-02-28,2,"13.14.0","New app lost functionality","The new version doesn’t allow you to star/flag certain docking locations to quickly see if there are still spots/bikes at your most-frequented spots! Please bring that back!!!",1
"5610477908",2020-03-03,1,"13.15.0","New App Not Linked to Actual CaBi Account","Whatever genius created the new app didn’t actually link your CaBi account to the app so it says I don’t have an account. What a joke this is since Lyft took it over",1
"5621397089",2020-03-05,1,"13.15.0","New Version is Horrible","The old version was much better. The UI was better and it was much easier to see levels of bikes/docks. And no more bike angels? Whoever designed this should be fired.",1
"5622136874",2020-03-05,1,"13.15.0","February 2020 Update","This update made the app worse, unfortunately. The update removed helpful features like address search and route-mapping. There’s now no way to figure out how to get to a specific location without switching to another app. The update also removed the toggle between available docks and bikes, so now the only way to see if there are open docks is to click on each station. Please bring back these old features!",1
"5623522386",2020-03-06,4,"13.15.0","Search bar needed!!","Hello! I really like the new app but I do miss the search bar. Whenever I am planning my trips it’s helpful to know if my destination has a dock nearby and whether it has any room.",0
"5626246206",2020-03-06,1,"13.15.0","New update","This new update is terrible. It makes it harder to search for bike docks. Bring back the favorite station and search/trip planing option.",1
"5640830724",2020-03-10,1,"13.16.0","The old version was far better","I liked the old version so much better than this new one. The new one takes longer to show stations on the map, longer to show bikes available on the map, doesn’t say when it last refreshed bike availability at each station, uses station icons that no longer show full vs empty ratios, no longer allows you to find directions and which stations would be closest to your origin and destination, no longer shows any points details in your account or on each station, and many other things that make it worse. Please bring back the old app - it had been refined to perfection.",1
"5645950473",2020-03-11,3,"13.16.0","What happened to the trip details?","I like the ease of the new scan feature, for those of us with annual memberships and no bike key (signed up through the old app). However, I miss the detailed trip reports in the old app. Being able to see the route you took as well as the accurate number of miles you rode on each trip made the app more interesting and engaging. New app is easier to use but boring as hell!",0
"5688890447",2020-03-20,1,"13.17.0","Don’t update","Updated and all angel points disappeared. Don’t updated yet. Customer service is horrible to deal with and still hasn’t remedied.",1
"5797944552",2020-04-11,2,"13.20.3","Enjoyed the old app","Stuck with the old app for as long as possible but it seems they’ve disabled many features that were sticking around - can no longer check ride history, can’t see current trip time, can’t check available docks mid-trip, etc.",1
"6030012636",2020-06-03,1,"13.28.3","For the love of god,","why can’t you rotate the map?",1
"6049250650",2020-06-07,3,"13.28.3","Service is Fantastic. App is Not","I give CaBi as a service 5 stars. No question. The recent app updates however are subpar. The map used to be easier to read at a glance to know if a dock had bikes. Now the color indicators are ittybitty dots and the number of bikes is also pretty small. The login screens and UI are clunky, often asking me to input the same information two or three times on different pages. You could also use the map without logging in before, not sure why they took that away.",0
"6162042834",2020-07-05,1,"13.32.3","Scam!!! Stay away!","I was a member from about two years, but when I was planning to cancel the membership they literally said we don’t have an option of canceling at the moment and kept charging me 8$ monthly. I forgot about it but the deduction kept going for over than a year! Isn’t that theft?? There is no way on earth you can reach them for cancelation and their excuse os oh we are still building a system since we’ve been owned by Lyft!",1
"6182335936",2020-07-10,2,"13.32.3","Impossible to get directions from station to station","It should not be so difficult to get directions via bikeshare. BlueBikes, which is also operated by Motivate, offers “Plan a Ride”, which is exactly what I am looking for.",1
"6241617498",2020-07-25,1,"13.35.3","I just want to ride a bike","Tried to download and it asks for my drivers license number before I can do anything. Can’t look at the bike share locations or literally see anything until I provide my personal information. Umm...nope. Not doing that.",1
"6298917098",2020-08-09,1,"13.37.3","Docking Station","I parked the city bike at 4th and Rhode Island docking station to swap for another bike that I wanted. Unfortunately, the counter kept counting saying I had the bike out. So tried pulling the bike back out but it was locked in. So now I don’t either bikes because the system doesn’t show I docked. The counter is going on 24 hours that I have the bike. I sent several pics to show the address and the bike where it’s locked. I sent emails, submitted in the system my problem and have not gotten a proper response to stop the counter so I may get another bike. I’ve never had a major issue like this since I started using city bike a few months back. It’s an extreme inconvenience when you can’t reach anyone to fix the issue. As of right now the follow day. The counter is going on 24 hours that I have the bike. Sad!",1
"6453963456",2020-09-21,1,"13.44.3","Trash","Its garabge and keeps trying to tell me my dln is wrong when im looking right at it",1
"6483166038",2020-09-29,1,"13.45.3","Expensive and complicated","This is a really sadly run system. The cost of this trip for 2 was that of a limo. 17 + dollars for 4.5 miles. Go PUBLIC system that encourages folks to ride. Postscript: the locking mechanism didn’t work. So under a threat of paying 1200 dollars, I had to pay Lyft 40 dollars to take me go lock the bike. Only to find out that the locking mechanism was not working. No word on refunding the $40. But that you knew. They were ‘kind enough’ not to charge me for the remainder of their errors. Thank you Lyft, I mean CaBi.",1
"6498332436",2020-10-03,3,"13.45.3","Misinformation re: available bikes","Consistently, the app tells you bikes are available when they are not. Beyond being annoying and frustrating, this is da vero is considering women oftentimes walk a certain distance, assuming a bike will be available when it in fact is not & will not unlock. I called customer service & they said that the bikes werent unlocking because someone who rode it previously must have reported an issue. Ok...so then why doesn’t the app reflect this? It should show ONLY bikes that are able to be unlocked, not those waiting for maintenance.",0
"6501154033",2020-10-04,2,"13.45.3","Try Harder.","There is nothing more frustrating than a transportation system that does not a good infrastructure in place when you have an emergency while using their product. First, There is no direct contact option through either the CaBi app or the Lyft app (owner). If you need to call them in a pinch you’ll have to Google their phone number and look through a few different pages before you find the correct one. This does not guarantee you will speak to a person. The reporting options within the app are insufficient. If your bike goes missing (gets stolen) you cannot select this as an option. If you had to ditch the bike because the tire blew out in the middle of a ride on the way to your job - there is no option for this either. I put Try Harder because you can build a more functional app that allows the end user to be self-sufficient or create a robust customer service infrastructure to help the end user navigate problems using your service. Pretty much anytime you experience an issue after you check out the bike you have to speak to a human and whether you’re on your way somewhere or not you are responsible for the bike. So, your only option is to wait around until someone picks up the phone.",1
"6571277623",2020-10-24,2,"13.48.3","Requires location permission for no reason","You need to enable location permission in order to unlock a bike. Even if you’ve found the bike on your own. The only explanation that the app gives is that this “improves your experience”. Just one more contribution to constant surveillance.",1
"6804366563",2020-12-28,1,"13.56.3","Why is this app 250MB?","It’s bigger than Facebook. Here I am sitting waiting for a 250MB app to download so I can unlock a bike. Ridiculous.",1
"6878194116",2021-01-16,1,"13.60.3","Be warned. Not reliable AT ALL","These bikes will refuse to unlock all the time. The DC city government needs to find a new vendor.",1
"7151335585",2021-03-27,1,"13.70.3","Filled with hidden fees, awful experience","Unexpected charges everywhere ($8 promised all day pass will include extra charges for any ride over thirty minutes for example) Expect fees to go up even more if every bike rack around you is full and you can't return your own bike app is also slow and has poor map feature",1
"7187525814",2021-04-05,1,"13.72.3","Horrible","Usually I don’t write a review for everything! But today I have to do that! This is a part of Lyft community! Unreasonable changes based on my account for Only use the bike 23mins! The customer service number is hard to find! My suggestion is only use in downtown area! Not a reliable source for visitors if u stay in Arlington area for ur DC trip!",1
"7207757170",2021-04-10,1,"13.72.3","Incredibly bad experience","App doesn’t work at all and membership experience feels like a half-built on-ramp. I spent an hour trying to rent a bike, was billed three times and never got access to the bike, which was in front of me, available and seemed fine. No connection between app and kiosk experience. Literally, an embarrassment to DC",1
